ID,Offset,Length,Pad,Text
621,0x7F9E8,90,01,\0\s0あと、ダブルクリックでデフォルト位置に戻ります。\w8\w8\n\n\s5うまく配置してね。\w8\w8
622,0x7FA4C,51,01,\1\s0まあ、どうしても邪魔なら消してもええけどな。\x
623,0x7FAD8,41,01,\0\s[20]インストール‥‥\w8\w8\s0と。\n\n
624,0x7FB38,44,01,"\![*]\q[インストール,tutorial_install_dnd]\n"
625,0x7FBC4,72,01,\0\s[20]nar っていうのは、このプログラム用のデータファイルの名前。\w8\w8
626,0x7FC18,107,01,\n\n\s0基本的に、どんなものでも必ず 1つの nar ファイルにまとまってて、拡張子が .nar になってます。\w8\w8\w8
627,0x7FC8C,184,01,\1\s0どんなゴーストも、シェルも、リリースされるときは必ず nar になる。\w8\w8\n\nユーザさんの倉庫にあたるディレクトリには、nar ファイルがずらーっと並ぶことになる、ちゅーわけやな。\w8\w8
628,0x7FD50,20,01,\0\n\nそういうこと。
629,0x7FDC4,126,01,\0\s[20]えーと‥‥\w8\w8\n\n\s0インストールしたい nar ファイルを私にドラッグ＆ドロップすると、それでインストール終わり。\w8\w8
630,0x7FE4C,15,01,\1\s0簡単やね。
631,0x7FE84,187,01,\0\s0ちょっと特殊で便利な機能として、URL を直接私に DnD すると、そのファイルをサーバからダウンロードして、さらにインストールまでできる、っていうのがあります。\w8\n\nこれが URL DnD。\w8\w8
632,0x7FF48,35,01,\1\s0最近はこっちが主流やな。\w8\w8
633,0x7FF74,195,01,\0\n\nブラウザからリンクをドラッグして持ってくるだけだから、さらに簡単。\w8\w8\n\nちなみに落としたファイルは、デフォルトではホームディレクトリの nar っていうディレクトリの中に保存されます。\w8\w8
634,0x80040,116,01,\1\n\n唯一の弱点は‥‥\w8\w8リジュームとかそういう機能があらへんから、回線が遅いと結構アレやっちゅーところか。\w8\w8
635,0x800C0,35,01,\0\s1\n\nま、それだけちょっとね‥‥
636,0x80104,174,01,"\0\s[20]ホットキー‥‥\w8\w8\s0と。\n\n\![*]\q[CTRL+SHIFT+F12,tutorial_hotkey_f12]\n\![*]\q[CTRL+SHIFT+DEL,tutorial_hotkey_del]\n\![*]\q[CTRL+SHIFT+INS,tutorial_hotkey_ins]\n"
637,0x801D8,143,01,"\0\s0\_qCTRL+SHIFT+F12\_q で、デフォルト位置に戻るよ。\w8\w8\1\s0画面外に吹っ飛んだときは、これやな。\x\![raise,OnChoiceSelect,tutorial_hotkey]"
638,0x8028C,111,01,"\0\s0\_qCTRL+SHIFT+DEL\_q はバルーン消し。\w8\w8\1\s0これは基本やな。\x\![raise,OnChoiceSelect,tutorial_hotkey]"
639,0x80320,130,01,"\0\s0\_qCTRL+SHIFT+INS\_q で SEND Box。\w8\w8\1\s0‥‥\w8\w8ま、デバッグ用やな。これは。\x\![raise,OnChoiceSelect,tutorial_hotkey]"
640,0x803C4,60,01,"\0\s0じゃ、また必要になったらどうぞ〜。\![leave,passivemode]"
641,0x80420,12,01,「よく喋る」
642,0x80438,8,01,「普通」
643,0x8044C,8,01,「黙る」
644,0x80460,23,01,\0\s0む。\w8\w8\n\n今は
645,0x80480,30,01,ってことになってるけど‥‥\n\n
646,0x804A8,33,01,"\![*]\q[よく喋る,talkingrate_0]\n"
647,0x804D4,29,01,"\![*]\q[普通,talkingrate_1]\n"
648,0x804FC,29,01,"\![*]\q[黙る,talkingrate_2]\n"
649,0x80524,32,01,\![*]\q3[quit][やっぱり変えない]
650,0x80568,25,01,\0\s4‥‥\w8\w8飽きるよ？
651,0x805A4,93,01,\0\s[20]‥‥\w8\w8普通とかそういうのが一番大変なんだよね。\w8\w8\1\s0‥‥\w8\w8そう言うなよ。
652,0x80624,44,01,\0\s0‥‥\w8\w8\w8\n\n\s1‥‥\w8\w8\1\s1‥‥
653,0x806A8,57,01,\0\s5もはやニュースじゃないかもしれないニュースです。\n\n
654,0x806EC,56,01,"\![*]\q[やや叩き売りムード,On_Newscore,xbox_tatakiuri]\n"
655,0x80730,59,01,"\![*]\q[ラグナロクとどっちを取る,On_Newscore,shininglore]\n"
656,0x80774,53,01,"\![*]\q[ジャンル：説教,On_Newscore,metalgearsolid2]\n"
657,0x807B4,42,01,"\![*]\q[知らないですう,On_Newscore,klez]\n"
658,0x807E8,49,01,"\![*]\q[「この」ネトゲ,On_Newscore,kono_netoge]\n"
659,0x80824,42,01,"\![*]\q[セントウキ,On_Newscore,sentouki]\n"
660,0x80858,56,01,"\![*]\q[ときめき商法の末裔,On_Newscore,tokimekityping]\n"
661,0x8089C,35,01,"\![*]\q[狂人,On_Newscore,kyoujin]\n"
662,0x808C8,44,01,"\![*]\q[カゲキヨさん,On_Newscore,kagekiyo]\n"
663,0x80900,59,01,"\![*]\q[真贋以前の問題はないのかと,On_Newscore,mandarake]\n"
664,0x80944,49,01,"\![*]\q[リネージュ最大の謎,On_Newscore,lineage]\n"
665,0x80980,53,01,"\![*]\q[ポケモン騒動を検証する,On_Newscore,porigon]\n"
666,0x809C0,45,01,"\![*]\q[デジタルさん,On_Newscore,digitaltv]\n"
667,0x809F8,49,01,"\![*]\q[値崩れのひみつ2,On_Newscore,tokimemo32]\n"
668,0x80A34,43,01,"\![*]\q[T-ZONEマジック,On_Newscore,tzone]\n"
669,0x80A68,46,01,"\![*]\q[ドナルドマジック,On_Newscore,donald]\n"
670,0x80AA0,39,01,"\![*]\q[キスユー,On_Newscore,kissyou]\n"
671,0x80AD0,34,01,"\![*]\q[良雄,On_Newscore,yoshio]\n"
672,0x80AFC,43,01,"\![*]\q[バーニィさん,On_Newscore,ba-nili]\n"
673,0x80B30,59,01,"\![*]\q[青少年有害社会環対策基本法その2,On_Newscore,war1]\n"
674,0x80B74,32,01,"\![*]\q[ロリ,On_Newscore,loli]\n"
675,0x80BA0,45,01,"\![*]\q[晒し上げ,On_Newscore,tbssarashiage]\n"
676,0x80BD8,39,01,"\![*]\q[.hack さん,On_Newscore,.hack]\n"
677,0x80C08,39,01,"\![*]\q[デジタル,On_Newscore,digital]\n"
678,0x80C38,47,01,"\![*]\q[値崩れのひみつ,On_Newscore,tokimemo3]\n"
679,0x80C70,44,01,"\![*]\q[怪物,On_Newscore,matsushimananako]\n"
680,0x80CA8,47,01,"\![*]\q[責任転嫁母さん,On_Newscore,everquest]\n"
681,0x80D08,40,01,"\![*]\q[戸土野,On_Newscore,todonogari]\n"
682,0x80D3C,57,01,"\![*]\q[あずまんがWeb大王,On_Newscore,azumangawebdaiou]\n"
683,0x80DAC,45,01,"\![*]\q[エイベックス地獄,On_Newscore,avex0]\n"
684,0x80DE4,45,01,"\![*]\q[萌え焼肉屋,On_Newscore,moeyakiniku]\n"
685,0x80E1C,47,01,"\![*]\q[PSO アナログモデム,On_Newscore,psogc]\n"
686,0x80E54,54,01,"\![*]\q[青少年有害社会環対策基本法,On_Newscore,war0]\n"
687,0x80E94,64,01,"\![*]\q[キューバ、国民へのパソコン販売を禁止,On_Newscore,cuba]\n"
688,0x80EE0,47,01,"\![*]\q[ときめき,On_Newscore,tokimekibusaiku]\n"
689,0x80F18,83,01,"\![*]\q[PS版真2のバグはもはや尋常じゃないドミネーター,On_Newscore,shinmegaten2ps]\n"
690,0x80F74,52,01,"\![*]\q[でじこ in カメハウス,On_Newscore,dejikame]\n"
691,0x80FD8,180,01,\0\s0.hack は誰にとって面白いんだろうね。\w8\w8\w8\1\s0‥‥\w8\w8あの調子では、ラグナロクやってるような奴からも馬鹿にされるやろしな。\w8\w8\w8\0\s[20]\n\n‥‥\w8\w8\w8\1\s1\n\n‥‥
692,0x810F8,26,01,\1\s1‥‥！\w8\w8\0\s8‥‥
693,0x8117C,89,01,\1\s0‥‥\w8\w8\0\s0‥‥\w8\w8ま、\w8\n\n例によってゲーム性には期待できなさそうだけどね。
694,0x81244,202,01,\1\s1風呂敷を広げすぎて収拾がつかないシナリオ\w8\n説教臭い\w8\nプラント編でのラブコメ\w8\n突拍子もないオカルト路線\w8\nイベント三昧\w8\n説明長すぎ\0\s7このゲームやったことないけど凄いありそう！\w8納得！
695,0x81368,64,01,\0\s0何ていうかお前は from なんか信じてる場合かと。\1\s1まあな。
696,0x8140C,70,01,\0\s0‥‥\w8\w8\1\s1‥‥\w8\w8\w8\w8\0\n\nま、結局そういうことだよね。
697,0x814A8,26,01,\0\s0‥‥\w8\w8\1\s1‥‥！
698,0x81530,68,01,\0\s0‥‥\w8\w8客はちゃんといるのかな。\w8\w8\1\s1‥‥\w8\w8さあな。
699,0x815DC,24,01,\0\s0‥‥\w8\w8\1\s1‥‥
700,0x8165C,63,01,\0\s0‥‥\w8\w8\1\s1‥‥\w8\w8\w8\w8\0\n\nカゲキヨって、\w8何。
701,0x81700,24,01,\0\s8‥‥\w8\w8\1\s1‥‥
702,0x81778,24,01,\0\s4‥‥\w8\w8\1\s1‥‥
703,0x81BA0,198,01,\0\s8“我々（ゲストなど）が昔にやっていた外の遊びの方が面白い”\w8“ポケモンなんかやってないで、外で遊んだ方が良い”\w8のようなお粗末でお決まりのコメントしか言えないのです。\w8\w8\1\s1アホやからな。
704,0x81CC8,109,01,\0\s0‥‥\w8\w8ていうか逆で、売れたらびっくりなんだけど。\w8\w8\w8\n\n\s\1\s0売れる理由が全くあらへんからな。
705,0x81D8C,54,01,\0\s8‥‥\w8\w8\1\s0‥‥\w8\w8\w8\w8\0\n\n無理しすぎ。
706,0x81E24,78,01,\0\s[20]‥‥\w8\w8\1\s0‥‥\w8\w8\w8\w8\s1ドナルドマジック。\0\n\nうるさいよ。
707,0x81EB8,50,01,\0\s[20]‥‥\w8\w8\1\s0‥‥\w8\w8\w8\w8\s1すげえ。
708,0x81F50,27,01,\0\s[20]‥‥\w8\w8\1\s0‥‥
709,0x81F84,164,01,\0\s[20]なんか話によると、\w8スーパーロボット大戦でバーニィがかなり強いらしいんだよね‥‥\w8\w8\1\s0‥‥\w8\w8\w8\w8\0\n\n‥‥\w8\w8強くちゃまずいと思うんだけど‥‥
710,0x8208C,163,01,\0\s[20]下手にこういう形で何となく危機が去ってしまうと、\w4次も\w8「まあほっといても何とかなるだろう」\w8\w8で済まされそうで、ちょっとアレだよね‥‥\w8\w8\1\s1‥‥
711,0x82184,27,01,\0\s[20]‥‥\w8\w8\1\s1‥‥
712,0x82204,126,01,\0\s0ここには、シュガーの抽選プレゼントのテレカをヤフオクに上げた人が、晒し上げられていました。\w8\w8\1\s1今は消えとるけどな。
713,0x822D8,103,01,\w8\w8\w8\w8\1\s1高画質とか双方向とか、そんな妄想であんなクソ高いテレビが売れるなら苦労はあらへんで‥‥
714,0x82394,65,01,\0\s0‥‥\w8\w8\1\s1‥‥\w8\w8\w8\w8\w8\w8\0\n\n50本って、\w8何。
715,0x824F0,87,01,\0\s0‥‥\w8\w8\w8\w8\1\s0‥‥\w8\w8\0\s0\n\n‥‥\w8\w8コメントできないニュース多すぎ。
716,0x8256C,131,01,\0\s0‥‥\w8\w8あずまんがWeb大王は、なかったことになってるのかな。\w8\w8\w8\w8\1\s0‥‥\w8\w8伝説になってもいい内容やと思うけどな。
717,0x82648,59,01,\0\s0‥‥\w8\w8\w8\w8\1\s0‥‥\w8\w8\0\s0\n\n‥‥\w8\w8誰？
718,0x826EC,44,01,\0\s8‥‥\w8\w8\w8\w8\1\s0‥‥\w8\w8すげえ。
719,0x82768,74,01,\1\s0萌え焼肉屋。\w8\w8\0\s0‥‥\w8\w8\w8\w8\1\n\n‥‥\w8\w8萌え萌えやね。
720,0x827F4,181,01,\0\s8‥‥\w8\w8アナログモデムだって。\w8\w8\1\s0‥‥\w8\w8アナログモデムか。\w8\w8\0\n\nうん。\w8\w8\n\nアナログモデム。\w8\w8\w8\w8\1\s1\n\n‥‥\w8\w8何年前の商売しとんねん、これ。
721,0x828C8,165,01,\j[http://village.infoweb.ne.jp/~fwnw7883/notions.html]\v\0\s[20]なんていうのかな‥‥\w8\w8\w8\w8\n\n\s0隠れ番長みたいな。\w8\w8\1\s0‥‥\w8\w8まあ、そんな感じやな。
722,0x829D4,52,01,\0\s8‥‥\w8\w8\w8\w8\1\s0‥‥\w8\w8アタックナイフ。
723,0x82A74,70,01,\0\s8‥‥\w8\w8\1\s0‥‥\w8\w8\w8\w8\0\n\nどうしよう。\1\n\n知らんわ。
724,0x82B28,76,01,\0\s0‥‥\w8\w8ゴリ押しの国はやることが違うね‥‥\w8\w8\1\s0‥‥\w8\w8ああ。
725,0x82BD4,120,01,\0\s0「知らなかった」\w8とか「どうでもいい」\w8で済まされても困るんで。\w8\w8\1\s0これは戦争や。\w8\w8\n\n分かっとるか？
726,0x82CB0,14,01,\0\s[25]‥‥！
727,0x82CC8,76,01,\0\s[25]‥‥っ！\w8\w8\n\nい‥‥\w8\w8いやです。\w8\w8\n\nやめて下さい‥‥！
728,0x82D20,54,01,\t\0\s[25]‥‥っ！\w8\w8\w8\w8\s[-1]\b[-1]\w8\w8\w8\w8
729,0x82D60,60,01,\1\s0‥‥\w8\w8気まずい雰囲気、っちゅう奴やな。\w8\w8\w8\n\n
730,0x82DA8,99,01,\1\s0大して親しくもない相手の乳いきなり揉んだら、アホやと思われてもしゃあないで‥‥\w8\w8\w8\w8\n\n
731,0x82E14,181,01,‥‥\w8\w8世の中には揉んでええ乳と、揉んだらアカン乳がある。\w8\w8\w8乳はちゃんと揉んでもええ状態にしてから揉むもんや。\w8\w8\w8\w8\w8\n\n「心開けば自ずと胸も揉み放題」\w8\w8\w8\n\n
732,0x82ED4,56,01,\s1これ、うにゅうさんからのアドバイスやで‥‥\w8\w8\w8\-
733,0x82F48,66,01,\t\0\s[23]ん‥‥‥‥\w8\w8\w8\w8\n\nあ。\w8\w8\c\b[-1]\s[-1]\w8\w8
734,0x82F94,54,01,\0\s5な、何かな？\1\s0‥‥\w8\w8よだれ拭きや、よだれ。
735,0x82FD4,21,01,\1\s0‥‥\w8\w8\w8\w8
736,0x82FF4,56,01,\0\s5な、何かな？\1\s0\n\n‥‥\w8\w8大変やね、さくらも。
737,0x8305C,16,01,\0\s[22]んー‥‥
738,0x83078,16,01,\0\s[22]むー‥‥
739,0x83094,18,01,\0\s[22]うーん‥‥
740,0x830B0,16,01,\0\s[22]あ‥‥‥
741,0x830CC,16,01,\0\s[22]ん‥‥‥
742,0x830E8,18,01,\0\s[22]んん‥‥‥
743,0x83104,66,01,\0\s[20]‥‥！\w8\w8\w8\s5ね、\w4寝てないですよっ！\w8\w8\1\s1‥‥
744,0x83150,67,01,\1\s3とくにあやしいところはない。\w8\w8\n\nただのかんばんのようだ。
745,0x8319C,49,01,\0\s0ん。\w8\w8\n\n\s5まだ何か用？\w8\w8\1\s1‥‥
746,0x831E8,42,01,\0\s7顔を突くなっ！\1\s1落ち着けっ！\0\n\n
747,0x8321C,20,01,\0\s1\1\s0\0‥‥\n\n
748,0x8323C,20,01,\0\s0\1\s0\0ん？\n\n
749,0x8325C,20,01,\0\s0\1\s0\0ん。\n\n
750,0x8327C,30,01,"\![*]\q[用事,commandbymouse]\n"
751,0x832A4,35,01,"\![*]\q[ゲーム,game]\_q - New!\_q\n"
752,0x832D0,22,01,"\![*]\q[ゲーム,game]\n"
753,0x832F0,40,01,"\![*]\q[ニュース,On_News]\_q - New!\_q\n"
754,0x83324,27,01,"\![*]\q[ニュース,On_News]\n"
755,0x83348,56,01,"\![*]\q[おすすめ,On_Recommend]／\q[お役立ち,On_Portal]\n"
756,0x8338C,34,01,"\![*]\q[チュートリアル,tutorial]\n"
757,0x833B8,29,01,"\![*]\q[設定,configuration]\n"
758,0x833E0,37,01,"\![*]\q[ネットワーク更新,On_Update]\n"
759,0x83410,41,01,"\![*]\q[ネットワーク更新,On_Update]\_q - "
760,0x83444,39,01,"\![*]\q[本体設定,configurationdialog]\n"
761,0x83474,39,01,"\![*]\q[ゴーストの変更,ghostexplorer]\n"
762,0x834A4,37,01,"\![*]\q[シェルの変更,shellexplorer]\n"
763,0x834D4,41,01,"\![*]\q[バルーンの変更,balloonexplorer]\n"
764,0x83508,56,01,"\![*]\q[ヘッドラインセンサ一覧,headlinesensorexplorer]\n"
765,0x8354C,33,01,"\![*]\q[メールチェック,On_BIFF]\n"
766,0x83578,38,01,"\![*]\q[使用率グラフ,rateofusegraph]\n"
767,0x835A8,100,01,"\![*]\q[手前に,stayontop]／\q[普通に,!stayontop]\_l[189,-]\![*]\q[Windows 再起動,On_rebootwindows]\n"
768,0x83618,72,01,"\![*]\q[どいて,minimize]\_l[202,-]\![*]\q[Windows 終了,On_exitwindows]\n"
769,0x8366C,35,01,"\![*]\q[疲れてない？,sleepylevel]\n"
770,0x83698,28,01,"\![*]\q[デバッグ,On_debug]\n"
771,0x836C0,59,01,"\![*]\q[キャンセル,cancel]\_l[250,-]\![*]\q[終了,terminate]"
772,0x83704,30,01,\1\b[2]\s0‥‥\w8\w8何や？\n\n
773,0x8372C,44,01,"\![*]\q[部屋で寝かせてあげたら？,minimize]\n"
774,0x83764,30,01,\1\b[2]\s3‥‥\w8\w8何や？\n\n
775,0x8378C,24,01,"\![*]\q[邪魔,minimize]\n"
776,0x837B0,62,01,\1\s0あー。\w8\nわいはやる気ないから、つついても無駄やで‥‥\e
777,0x837F8,13,01,\1\s0突くなら
778,0x83810,12,01,を突きや‥‥
779,0x83828,21,01,\1\s0だーかーらー。\e
780,0x83848,80,01,\0\s3ああー。\w8\n\nうにゅうは危険だからあんまりつつかない方が‥‥\w8\1\s1‥‥\e
781,0x838A4,49,01,\1\s1はじめまして。\w8\nちよの父です。\0\s3‥‥\e
782,0x838E0,11,01,\1\s1‥‥\e
783,0x838F4,79,01,\1\s1はじめまして。\w8\n\nBKA（ドイツ連邦捜査局）のルンゲ警部です。\w8\0\s3‥‥
784,0x83960,31,01,\0\s0デバッグメニューです。\n\n
785,0x83988,52,01,"\![*]\q[サーフィス再ロード,On_debug_reloadsurface]\n"
786,0x839C8,31,01,"\![*]\q[風呂へ,On_debug_furo]\n"
787,0x839F0,47,01,"\![*]\q[放置カウント1200,On_debug_houchi1200]\n"
788,0x83A28,45,01,"\![*]\q[最も眠い状態になる,On_debug_nemuku]\n"
789,0x83A60,52,01,"\![*]\q[最も眠くない状態になる,On_debug_nemukunai]\n"
790,0x83AF8,29,01,\0\s0放置カウントプラス1200。
791,0x83B50,169,01,\0\s6‥‥\w8\w8と。\w8\w8\w8\w8\n\n\s0だいぶ疲れてきたよ‥‥\w8\w8\w8\w8\n\n何回やっても慣れないね、これは。\w8\w8\1\s0まあ、無理矢理データだけ書き換えとるわけやからな。
792,0x83C20,173,01,\0\s6‥‥\w8\w8と。\w8\w8\w8\w8\n\n\s0急に元気になってきたよ‥‥\w8\w8\w8\w8\n\n何回やっても慣れないね、これは。\w8\w8\1\s0まあ、無理矢理データだけ書き換えとるわけやからな。
793,0x83CF0,31,01,\0\s0本当に終了しちゃうよ？\n\n
794,0x83D18,36,01,"\![*]\q[どうぞ,On_exitwindows_yes]\n"
795,0x83D48,28,01,"\![*]\q[やっぱやめ,cancel]\n"
796,0x83DA8,33,01,\0\s0本当に再起動しちゃうよ？\n\n
797,0x83DD4,38,01,"\![*]\q[どうぞ,On_rebootwindows_yes]\n"
798,0x83E38,32,01,\b[2]\0\s5お役立ちサイトです。\n
799,0x83E64,50,01,"\![*]\q[さくらナビ,On_PortalSelected,sakuranavi]\n"
800,0x83F4C,53,01,"\![*]\q[何かゴーストセンター,On_PortalSelected,ngc]\n"
801,0x83F8C,44,01,"\![*]\q[さいもえ,On_PortalSelected,saimoe]\n"
802,0x841B4,34,01,\b[0]\0\s5おすすめのサイトです。\n
803,0x841E0,53,01,"\![*]\q[愛理 - versus NP,On_RecommendSelected,airi]\n"
804,0x84220,58,01,"\![*]\q[美耳 - pink revolution,On_RecommendSelected,333]\n"
805,0x84264,43,01,"\![*]\q[実家,On_RecommendSelected,sakura]\n"
806,0x84380,16,01,に切り替えたよ。
807,0x843D4,147,01,\t\0\s1\1\s0\0‥‥\w8\w8データファイルいじったでしょ。\w8\w8\1\s0‥‥\w8\w8\0\n\n‥‥\w8\w8\w8\w8\n\nそういうことしてると、ほんとに怒っちゃうよ‥‥
808,0x84470,102,01,\t\0\s1\1\s0\0‥‥\w8\w8私は、その‥‥\w8\w8\w8\w8\n\n‥‥\w8\w8いやなので、ああいうのは。\w8\w8\w8\w8
809,0x844E0,104,01,\1\s0‥‥\w8\w8ま、ユーザさんも気使てやってや。\w8\w8な。\w8\w8\w8\w8\n\nさくらも気い取り直し？\w8\w8\w8
810,0x84554,43,01,\0\n\n‥‥\w8\w8うん。\w8\w8\s0そうだね‥‥
811,0x84588,58,01,\0\s0\1\s0\0よっ。\w8\w8\1よっ。\w8\w8\w8\w8\0\c\1\c\b[-1]
812,0x845E4,30,01,は2chへ帰れ！\1\s1落ち着けっ！
813,0x8460C,80,01,\0\s3\1\s0\0むぅー。\w8\n\n%msが金属バットを持ってこっちの方に‥‥\w8\1\s0‥‥\e
814,0x84668,59,01,\0\s3\1\s0\0むぅー。\w8\n\nセコムしやがれ‥‥\w8\1\s0‥‥\e
815,0x846AC,27,01,\0\s3\1\s0\0むぅー。\w8\n\n
816,0x846DC,29,01,の腕を食ってる‥‥\w8\1‥‥\e
817,0x84704,25,01,を食ってる‥‥\w8\1‥‥\e
818,0x84728,41,01,のふくらみかけた胸の先端を‥‥\w8\1‥‥\e
819,0x8475C,27,01,の心の闇‥‥！？\w8\1‥‥\e
820,0x84780,45,01,\0\s3\1\s0\0‥‥\w8\w8モンプチ‥‥\w8\1‥‥\e
821,0x847B8,67,01,\0\s3\1\s0\0‥‥\w8\w8犯人、分かっちゃったんですけど‥‥\w8\1‥‥\e
822,0x84804,47,01,\0\s7\1\s0\0間に合ってます！\1\s1落ち着けっ！\e
823,0x8483C,27,01,\0\s3\1\s0\0‥‥\1\s0‥‥\e
824,0x84860,112,01,\0\s3\1\s0\0‥‥\w8\w8\1‥‥\w8\w8おい。\w8\w8\0あー‥‥\w8\w8\w8\w8%mz。\w8\w8\1\s0\n\nいや、意味分からんぞ‥‥
825,0x848DC,45,01,\0\s7\1\s0\0黙って寝てろっ！\1\s1落ち着けっ！
826,0x84914,59,01,\0\s0\1\s0\0あーさー。\w8\1‥‥\w8\w8\0\n\nあーさーだー。\e
827,0x84958,105,01,\0\s0\1\s0\0ゆーうーがーたー。\w8\1‥‥\w8\w8\0\n\nゆーうーがーたーだー。\w8\1\n\n‥‥\w8語呂が悪いぞ。\e
828,0x849CC,59,01,\0\s0\1\s0\0よーるー。\w8\1‥‥\w8\w8\0\n\nよーるーだー。\e
829,0x84A10,59,01,\0\s0\1\s0\0ひーるー。\w8\1‥‥\w8\w8\0\n\nひーるーだー。\e
830,0x84A54,38,01,\0\s0\1\s0\0あ。\w8\w8\n\n元気でしたか
831,0x84A84,20,01,。\w8\w8\1‥‥\w8\w8
832,0x84AA4,12,01,\0\n\n今日、
833,0x84ABC,29,01,日のスケジュールです。\w8\n\n
834,0x84AE4,30,01,早朝：\w4一分でも多く睡眠\w8\n
835,0x84B0C,32,01,朝　：\w4今日も通勤ラッシュ\w8\n
836,0x84B38,32,01,昼　：\w4働く気力が起きない\w8\n
837,0x84B64,22,01,夕方：\w4辞めたい\w8\n
838,0x84B84,42,01,深夜：\w4明日も早いから早く寝なきゃ‥‥\w8
839,0x84BB8,26,01,早朝：\w4延々とコピー\w8\n
840,0x84BDC,26,01,朝　：\w4直前まで折り\w8\n
841,0x84C00,32,01,昼　：\w4半分寝ながら売り子\w8\n
842,0x84C2C,34,01,夕方：\w4半分寝ながら打ち上げ\w8\n
843,0x84C58,16,01,深夜：\w4‥‥\w8
844,0x84C74,29,01,早朝：\w42chで時間を浪費\w8\n
845,0x84C9C,18,01,朝　：\w4就寝\w8\n
846,0x84CB8,18,01,昼　：\w4起床\w8\n
847,0x84CD4,29,01,夕方：\w42chで時間を浪費\w8\n
848,0x84CFC,27,01,深夜：\w42chで時間を浪費\w8
849,0x84D20,32,01,早朝：\w4ネトゲで時間を浪費\w8\n
850,0x84D4C,32,01,夕方：\w4ネトゲで時間を浪費\w8\n
851,0x84D78,30,01,深夜：\w4ネトゲで時間を浪費\w8
852,0x84DA0,28,01,早朝：\w4というか、徹夜\w8\n
853,0x84DC8,21,01,早朝：\w4%mz体操\w8\n
854,0x84DE8,52,01,早朝：\w4早朝マラソンしてる老人を追跡してパンチ\w8\n
855,0x84E28,54,01,早朝：\w4早朝マラソンしてる老人を追跡してチョップ\w8\n
856,0x84E68,40,01,早朝：\w4泣けばいいと思っているのか\w8\n
857,0x84E9C,22,01,早朝：\w4牛乳泥棒\w8\n
858,0x84EBC,22,01,早朝：\w4先物取引\w8\n
859,0x84EDC,20,01,朝　：\w4朝帰り\w8\n
860,0x84EFC,20,01,朝　：\w4迎え酒\w8\n
861,0x84F1C,52,01,朝　：\w4死んだ魚のような目でワイドショーを鑑賞\w8\n
862,0x84F5C,36,01,朝　：\w4全く起きる気になれない\w8\n
863,0x84F8C,42,01,朝　：\w4目覚まし時計をチョップで破壊\w8\n
864,0x84FC0,26,01,朝　：\w4うどんを食う\w8\n
865,0x84FE4,54,01,昼　：\w4死んだ魚のような目で笑っていいともを鑑賞\w8\n
866,0x85024,40,01,昼　：\w4昼間からネトゲで時間を浪費\w8\n
867,0x85058,24,01,昼　：\w4昼間から酒\w8\n
868,0x8507C,18,01,昼　：\w4就寝\w8\n
869,0x85098,68,01,昼　：\w4山岡士郎と飯を食いに行ったがためにまたあんなことに‥‥\w8\n
870,0x850E8,26,01,昼　：\w4うどんを食う\w8\n
871,0x8510C,24,01,早朝：\w4土地転がし\w8\n
872,0x85130,52,01,夕方：\w4死んだ魚のような目でテレ東アニメを鑑賞\w8\n
873,0x85170,19,01,夕方：\w4ゲーセンで
874,0x8518C,9,01,連敗\w8\n
875,0x851A0,20,01,夕方：\w4切ない\w8\n
876,0x851C0,26,01,夕方：\w4うどんを食う\w8\n
877,0x851E4,109,01,深夜：\w8%msのことを考えると切なくて‥‥\w8寝付けなくて‥‥\w8\w8床をゴロゴロ転がって‥‥\w8\w8でも好きで‥‥
878,0x8525C,27,01,深夜：\w4ネトゲで時間を浪費
879,0x85280,42,01,深夜：\w4%msとあんなことやこんなことを‥‥
880,0x852B4,13,01,深夜：\w4妄想
881,0x852CC,21,01,深夜：\w4うどんを食う
882,0x852EC,147,01,\0\s[44]\1\s0\0よっ。\w8\w8\1\s1‥‥！\w8\w8\w8\w8\0\n\n‥‥\w8\w8あ。\w8\w8\w8\s[-1]\w8\w8\w8\w8\s8いや、ついクセでね‥‥\1\s1\n\nそういう問題か。
883,0x85398,32,01,\0\s1\1\s0\0‥‥\w8\w8落ちた‥‥
884,0x853C4,57,01,\0\s7\1\s0\0ヘボいプログラムを作るなー！\1\s0落ち着けっ！
885,0x85408,22,01,\0\s0\1\s0\0‥‥\w8\w8
886,0x85428,50,01,はお亡くなりになりました。\w8\w8\1\s0南ー\w4無ー。
887,0x85464,46,01,はお星様になりました。\w8\w8\1\s0南ー\w4無ー。
888,0x854AC,116,01,\1\s0‥‥\w8\w8ちょっとかわいそうやけど、しゃあないな。\w8\w8\w8\w8\n\nまた今度やな。\w8\w8\n\n\s2ほなな‥‥\w8\w8\-
889,0x8552C,71,01,\1風呂行っとる間に終了か‥‥\w8\w8\w8\w8\w8\w8\n\n\s1ええんか？\w8\w8\-
890,0x8557C,30,01,\0\s0じゃ。\w8\1\s0また。\w8\-
891,0x855A4,115,01,\0\s0ん。\w8\w8\n\nじゃ、またね。\w8\w8\s[-1]\b[-1]\1\s1‥‥\w8\w8それが、\w4さくらの声を聞いた\w4最後だった。\w8\-
892,0x85620,77,01,\0\s7この数分のために呼び出される方の気持ちも考えろっ！\1\s1落ち着けっ！\w8\-
