Region,Offset,Outer,Inner,KeyLen,Text
1,0x88FC,22,1,6,琉璃子
1,0x8910,26,2,8,小沙织
1,0x8928,22,2,5,=沙织
1,0x893C,26,2,8,水
1,0x8954,22,2,5,=瑞穗
1,0x8968,26,2,8,琉璃琉璃
1,0x8980,22,2,7,=琉璃子
1,0x8994,34,2,16,鲁山风味寿喜烧
1,0x89C4,26,1,8,海原雄山
1,0x89DC,26,2,8,海原雄山
1,0x8A04,74,1,59,"鲁山风味寿喜烧,美食俱乐部,山冈士郎,掀翻矮桌"
1,0x8A4C,26,2,10,美食俱乐部
1,0x8A74,26,1,8,海原雄山
1,0x8A8C,26,2,8,饭冢雅弓
1,0x8AB4,22,1,4,真琴
1,0x8AC8,26,2,8,连续投币
1,0x8AF4,30,2,12,古代索德人
1,0x8B20,22,1,6,古代种
1,0x8B34,22,2,6,淀号
1,0x8B58,30,2,12,流水素面
1,0x8B84,22,1,4,佳乃
1,0x8B98,22,2,6,非国民
1,0x8BC0,46,1,30,"高桥克典,织田裕二,国府田麻理子"
1,0x8BEC,18,2,2,阴道
1,0x8C10,102,1,86,"樱,知世,利佳,-,小学生,中学生,窄,无毛,进不到深处,放进拿出,插入,内射"
1,0x8C74,26,2,10,小学生的阴道
1,0x8C8C,18,2,3,=阴道
1,0x8C9C,26,2,8,神尾观铃
1,0x8CB4,22,2,5,=观铃
1,0x8CC8,30,2,12,冰镇麦茶
1,0x8CF4,22,1,4,佳乃
1,0x8D08,30,2,12,塞巴斯蒂安
1,0x8D34,38,1,22,"杀人者,大块头,邪眼发动"
1,0x8D58,22,2,6,鹤来屋
1,0x8D7C,38,2,20,深渊迪琼
1,0x8DB0,34,2,16,城市猎人
1,0x8DE0,30,2,14,光束步枪
1,0x8E0C,26,1,8,高达
1,0x8E24,30,2,12,时限发火装置
1,0x8E50,26,2,10,辐射泄漏
1,0x8E78,38,1,23,"哆啦A梦,JCO,东北电力"
1,0x8E9C,26,2,10,哆啦A梦
1,0x8EC4,106,1,89,"核武器,核燃料,人生重来机,辐射泄漏,到处撒放射性物质,结成团伙袭击刚田商店"
1,0x8F2C,26,2,8,饭野贤治
1,0x8F54,42,1,26,不知道反省自己
1,0x8F7C,30,2,14,天堂之门
1,0x8FA8,26,1,8,卢卡尔
1,0x8FC0,30,2,12,双重危机
1,0x8FEC,26,1,9,"观铃,自杀"
1,0x9004,30,2,14,凪世界
1,0x9030,22,1,4,美凪
1,0x9044,26,2,8,亲手
1,0x9070,22,1,4,美凪
1,0x9084,26,2,8,Makopi
1,0x909C,22,2,5,=真琴
1,0x90B0,22,2,6,燃烧
1,0x90D8,26,1,8,秋子女士
1,0x90F0,22,2,4,香里
1,0x9114,58,1,40,"栞,-,川澄绫子,影薄,光学迷彩,逃避现实"
1,0x914C,26,2,8,美坂香里
1,0x9164,22,2,5,=香里
1,0x9178,26,2,10,田村由香里
1,0x91A0,18,1,2,舞
1,0x91B0,26,2,8,由香里
1,0x91C8,26,2,11,=田村由香里
1,0x91E0,22,2,4,美汐
1,0x9204,30,1,15,"真琴,-,坂本真绫"
1,0x9220,26,2,8,天野美汐
1,0x9238,22,2,5,=美汐
1,0x924C,22,2,4,Piro
1,0x9270,26,1,9,"猫耳,真琴"
1,0x9288,26,2,8,冬贝利
1,0x92B0,22,1,4,步
1,0x92C4,30,2,14,素描本
1,0x92F0,18,1,2,栞
1,0x9300,26,2,8,岸边露伴
1,0x9328,34,1,17,"素描本,栞"
1,0x9348,26,2,8,画得烂
1,0x9370,30,1,13,"栞,樋上至"
1,0x938C,30,2,12,格斗家
1,0x93B8,22,1,6,剪线
1,0x93CC,22,2,6,核武器
1,0x93F0,26,1,10,哆啦A梦
1,0x9408,22,2,6,核燃料
1,0x942C,26,1,10,哆啦A梦
1,0x9444,26,2,8,九头龙闪
1,0x9474,18,1,2,舞
1,0x9484,26,2,8,天翔龙闪
1,0x94B4,18,1,2,舞
1,0x94C4,26,2,8,丧黑福造
1,0x94EC,22,2,6,剪线
1,0x9514,30,1,12,格斗家
1,0x9530,30,2,12,消音器
1,0x955C,26,2,8,精密射击
1,0x9584,26,2,8,劈砍
1,0x95B0,18,1,2,舞
1,0x95C0,26,2,8,绝地武士
1,0x95E8,26,2,8,里门顶肘
1,0x9618,34,2,18,Japanet Takata
1,0x9648,26,2,8,猎奇杀人
1,0x9670,26,2,8,莉姆露露
1,0x9698,114,1,97,"杀人者,娜可露露,可爱,无毛,飞机场,第二次性征前,紧紧闭合,把路人咔嚓咔嚓砍倒"
1,0x9708,26,2,10,霸王之卵
1,0x9730,26,2,8,波纹疾走
1,0x975C,22,1,6,琉璃子
1,0x9770,26,2,8,必中呐喊
1,0x979C,26,1,10,因普鲁斯
1,0x97B4,22,2,5,Linux
1,0x97D8,30,1,15,"Ecoco,企鹅"
1,0x97F4,22,2,4,贫乳
1,0x9808,26,2,9,=飞机场
1,0x9820,22,2,6,凪
1,0x9834,22,2,5,=美凪
1,0x9848,26,2,10,连环转身脚
1,0x9878,30,2,14,超能力拳
1,0x98AC,30,2,12,不吉波普
1,0x98D8,38,1,22,"宫下藤花,世界之敌,瞬杀"
1,0x98FC,26,2,8,宫下藤花
1,0x9924,30,1,12,不吉波普
1,0x9940,26,2,8,世界之敌
1,0x996C,26,1,11,"统和机构,栞"
1,0x9984,34,2,18,百合蝶上勾拳
1,0x99BC,26,2,10,霸王翔吼拳
1,0x99EC,30,2,12,库洛牌
1,0x9A18,22,1,6,樱
1,0x9A2C,22,2,4,纳豆
1,0x9A50,18,1,2,舞
1,0x9A60,26,2,8,大量购买
1,0x9A8C,34,2,16,硬化胶木
1,0x9ABC,26,2,8,精神污染
1,0x9AE8,34,1,17,"绫波丽,碇真嗣"
1,0x9B08,26,2,8,绫波丽
1,0x9B30,98,1,80,"AT力场,莉莉丝创造的文化极致,\,精神污染,脉冲逆流,展开AT力场"
1,0x9B90,22,2,4,绫波
1,0x9BA4,26,2,9,=绫波丽
1,0x9BBC,26,2,8,死海文书
1,0x9BE4,26,2,10,八岛作战
1,0x9C10,26,2,10,脉冲逆流
1,0x9C3C,34,1,17,"绫波丽,碇真嗣"
1,0x9C5C,30,2,14,2P手柄麦克风
1,0x9C88,26,1,8,HUDSON
1,0x9CA0,30,2,12,胖陆行鸟
1,0x9CCC,26,2,8,陆行鸟
1,0x9CF8,22,2,4,瞬杀
1,0x9D20,42,1,24,"不吉波普,舞,娜可露露"
1,0x9D48,22,2,6,热暴走
1,0x9D6C,30,1,13,"多重,赛利欧"
1,0x9D88,22,2,4,暴走
1,0x9DAC,38,1,21,"初号机,巡回澡堂车"
1,0x9DD0,22,2,6,纸粘土
1,0x9DF4,26,2,8,萎萎
1,0x9E1C,26,2,8,山崎君
1,0x9E44,30,1,14,展示虚假知识
1,0x9E60,34,2,16,数码兽皇帝
1,0x9E90,22,2,6,瞬天杀
1,0x9EBC,26,2,10,田代政
1,0x9EE4,26,1,10,沉没的船
1,0x9EFC,26,2,10,雅史酱
1,0x9F24,50,1,33,"因为女人毁掉人生的类型,笑着杀人"
1,0x9F54,38,2,22,护士天使莉莉香
1,0x9F88,30,2,14,Holy Up
1,0x9FB8,26,2,8,落败武士
1,0x9FE0,26,2,8,死小白
1,0x9FF8,22,2,5,=厨房
1,0xA00C,38,2,20,渐近线之刀
1,0xA040,30,2,12,贫铀弹
1,0xA06C,26,2,8,裁员
1,0xA098,26,2,8,裁员
1,0xA0B0,26,2,9,=裁员
1,0xA0C8,22,2,4,外送
1,0xA0F0,34,2,16,天空之城拉普达
1,0xA120,22,1,6,飞行石
1,0xA134,26,2,8,新东京
1,0xA15C,38,2,20,体内时钟都市Orloj
1,0xA190,26,2,10,幕张展览馆
1,0xA1B8,34,2,16,东京Big Sight
1,0xA1E8,26,2,10,Gamers
1,0xA210,54,1,38,"数码子屋卡,布子,雏子,兔田,诡异布"
1,0xA244,30,2,14,MESSE SANOH
1,0xA270,26,2,8,石丸电气
1,0xA298,22,2,4,LAOX
1,0xA2BC,26,2,10,Sofmap
1,0xA2E4,30,2,14,山际素之子
1,0xA310,30,1,14,山木屋软件
1,0xA32C,34,2,18,强强拉面
1,0xA35C,22,2,4,上传
1,0xA384,22,2,4,补充
1,0xA3AC,26,2,8,相互补充
1,0xA3D8,26,2,8,直接移植
1,0xA404,26,2,8,统和机构
1,0xA42C,26,1,11,Spooky E
1,0xA444,26,2,8,麻醉踢
1,0xA470,38,2,22,因为女人毁掉人生的类型
1,0xA4A8,38,1,22,"雅史,松坂君,木村拓哉"
1,0xA4CC,50,2,34,金黄色波纹疾走
1,0xA514,22,1,6,琉璃子
1,0xA528,50,2,34,空裂眼刺惊
1,0xA570,22,1,4,佳乃
1,0xA584,26,2,8,逃避现实
1,0xA5AC,26,2,8,雾间诚一
1,0xA5D4,34,1,18,写卖不出去的小说
1,0xA5F4,26,2,10,寺月恭一郎
1,0xA61C,26,2,8,「突破」
1,0xA648,22,2,6,乃绘美
1,0xA66C,22,1,4,病弱
1,0xA680,22,2,7,OFF交换
1,0xA6A8,22,2,6,对消灭
1,0xA6CC,22,2,6,不细工
1,0xA6E0,22,2,5,=丑女
1,0xA6F4,26,2,8,坂本真绫
1,0xA71C,22,1,4,美汐
1,0xA730,22,2,4,强奸
1,0xA758,26,1,10,美国人
1,0xA770,22,2,4,和奸
1,0xA798,30,2,12,由依字体
1,0xA7C4,26,2,8,皆口裕子
1,0xA7EC,26,1,8,秋子女士
1,0xA804,26,2,8,十四连斩
1,0xA830,22,2,6,X68000
1,0xA854,26,1,8,FM-Towns
1,0xA86C,34,2,16,浓郁粘稠蜜桃
1,0xA89C,22,1,4,观铃
1,0xA8B0,22,2,6,米骚动
1,0xA8D4,30,2,12,第二次性征前
1,0xA900,42,1,25,"樱,知世,利佳,莉姆露露"
1,0xA928,30,2,12,疑似天使信仰
1,0xA954,22,1,6,樱
1,0xA968,26,2,10,诡异布
1,0xA990,30,2,14,山木屋软件
1,0xA9BC,30,1,14,山际素之子
1,0xA9D8,26,2,10,风之丘
1,0xAA00,26,2,10,渡边制作所
1,0xAA28,26,2,10,虎穴
1,0xAA50,26,2,8,纪伊国屋
1,0xAA78,30,2,14,库洛·里德
1,0xAAA4,22,2,6,吉野家
1,0xAAC8,30,2,14,破防
1,0xAAF8,34,2,18,认真的十代聊天室
1,0xAB2C,30,2,12,迎来初潮
1,0xAB58,26,2,11,S.L.C俯冲
1,0xAB84,22,2,6,CD特攻
1,0xABAC,26,2,10,Hyper化
1,0xABD4,26,2,9,微软
1,0xABEC,30,2,15,=微软
1,0xAC08,26,2,8,举动不审
1,0xAC30,22,1,5,DQN
1,0xAC44,26,2,8,松坂君
1,0xAC6C,50,1,33,"因为女人毁掉人生的类型,无免许运转"
1,0xAC9C,22,2,7,色情DVD
1,0xACC0,26,2,8,悠久商法
1,0xACEC,30,2,12,青涩宝贝商法
1,0xAD1C,26,2,10,多部田俊雄
1,0xAD44,30,1,12,青涩宝贝商法
1,0xAD60,34,2,16,网络对战
1,0xAD90,38,2,20,史密斯探员
1,0xADC4,22,2,4,万世
1,0xADE8,26,2,10,阿兹漫画
1,0xAE10,58,1,40,"千代酱,大阪,喵莫,猫猫子,榊先生"
1,0xAE48,22,2,6,麻花辫
1,0xAE70,38,1,21,"阿兹漫画,千代酱"
1,0xAE94,26,2,10,猎杀御宅族
1,0xAEBC,26,2,10,飞手机
1,0xAEE4,26,2,10,第三者中继
1,0xAF10,26,2,8,粉碎骨折
1,0xAF38,30,2,14,吓得吐了
1,0xAF64,34,2,16,放进拿出
1,0xAF9C,66,1,48,"小学生,中学生,阴道,小学生的阴道,-,樱,知世,内射"
1,0xAFDC,30,2,14,幼女全裸尸体
1,0xB008,26,2,8,荒川河堤
1,0xB030,22,2,6,电波系
1,0xB054,30,1,13,"琉璃子,妮娅"
1,0xB070,30,2,12,小学生的阴道口
1,0xB08C,18,2,3,=阴道
1,0xB09C,26,2,10,新宿ALTA
1,0xB0C4,26,2,10,塔摩利专用
1,0xB0EC,22,2,6,樱上水
1,0xB110,22,2,6,水道桥
1,0xB134,26,2,8,丝井重里
1,0xB15C,34,1,18,德川埋藏金发掘失败
1,0xB17C,30,2,12,隐瞒召回
1,0xB1A8,26,2,8,复杂骨折
1,0xB1C0,26,2,9,=粉碎骨折
1,0xB1D8,22,2,4,阴道口
1,0xB1EC,18,2,3,=阴道
1,0xB1FC,22,2,4,插入
1,0xB210,34,2,17,=放进拿出
1,0xB244,34,2,16,只插入一点
1,0xB264,22,2,5,=插入
1,0xB278,26,2,8,烤失败
1,0xB2A0,22,2,5,DQN
1,0xB2C8,50,1,34,"举动不审,唔咕,认真的十代聊天室"
1,0xB2F8,22,2,5,DQN
1,0xB30C,22,2,6,=DQN
1,0xB320,26,2,8,家里蹲
1,0xB34C,38,2,22,民用控制
1,0xB380,26,2,10,道德眼镜
1,0xB3A8,26,2,8,癌细胞
1,0xB3D4,26,2,8,死亡宣告
1,0xB400,26,2,8,腐烂渣滓
1,0xB42C,30,2,12,蓝瑟EVO军团
1,0xB458,42,1,26,偏时点火系统
1,0xB480,26,2,8,醋昆布
1,0xB4A8,26,2,8,华夫饼
1,0xB4D0,26,2,10,忍气吞声
1,0xB4F8,22,2,4,大阪
1,0xB51C,26,1,10,千代酱
1,0xB534,26,2,10,猫猫子
1,0xB55C,22,2,6,喵莫
1,0xB580,26,1,10,阿兹漫画
1,0xB598,22,2,6,榊先生
1,0xB5BC,42,1,26,"猫耳,猫猫子,阿兹漫画"
1,0xB5E4,26,2,8,猎丑
1,0xB60C,22,2,6,饭田桥
1,0xB630,26,2,10,说教味
1,0xB658,26,1,8,小岛秀夫
1,0xB670,26,2,8,小岛秀夫
1,0xB698,26,1,10,说教味
1,0xB6B0,30,2,14,双峰
1,0xB6DC,22,2,6,友枝町
1,0xB700,26,2,8,掉帧
1,0xB728,26,2,10,对消灭反应
1,0xB740,22,2,7,=对消灭
1,0xB754,22,2,6,扫兴
1,0xB778,66,1,51,"胖子,丑女,-,科乐美,-,高桥克典,织田裕二,国府田麻理子"
1,0xB7B8,26,2,10,千代酱
1,0xB7E0,46,1,31,"小学生,由香里车,麻花辫,完璧超人"
1,0xB80C,26,2,8,完璧超人
1,0xB838,26,1,10,千代酱
1,0xB850,30,2,14,发动机爆缸
1,0xB87C,26,2,8,粉状
1,0xB8A4,26,2,10,上吊自杀
1,0xB8CC,30,2,12,跳楼自杀
1,0xB8F8,26,2,10,自意识过剩
1,0xB920,26,2,11,Spooky E
1,0xB948,26,2,8,先行入力
1,0xB970,26,2,10,落败武士风
1,0xB998,46,2,28,法修·斯坦皮特
1,0xB9D4,26,1,9,0距离射击
1,0xB9EC,46,2,30,列昂诺夫·傀儡师
1,0xBA28,22,2,7,2ch
1,0xBA3C,22,2,4,=2ch
1,0xBA50,26,2,10,新加势大周
1,0xBA78,26,2,8,美咲千
1,0xBAA0,22,1,6,中学生
1,0xBAB4,26,2,8,由香里车
1,0xBADC,26,1,10,千代酱
1,0xBAF4,34,2,18,东京Metallic通信
1,0xBB24,30,2,12,榴莲助川
1,0xBB50,30,2,12,佐藤电机
1,0xBB7C,34,1,16,美好的Something
1,0xBB9C,34,2,16,美好的Something
1,0xBBD0,22,1,6,布子
1,0xBBE4,30,2,12,烤鱼干
1,0xBC10,22,1,6,布子
1,0xBC24,26,2,11,第3新东京市
1,0xBC4C,34,2,16,极限突破
1,0xBC7C,26,2,8,森本雷欧
1,0xBCA4,26,2,8,佐野史郎
1,0xBCCC,26,2,10,日比谷公园
1,0xBCF4,38,2,20,可有可无
1,0xBD28,22,1,4,北川
1,0xBD3C,22,2,4,北川
1,0xBD60,38,1,20,可有可无
1,0xBD84,26,2,8,黑四水坝
1,0xBDAC,30,2,12,国产香草鸡
1,0xBDD8,26,2,10,友枝商店街
1,0xBE00,30,2,12,ALICESOFT
1,0xBE2C,26,2,8,西日暮里
1,0xBE54,26,2,8,烧死自杀
1,0xBE6C,22,2,5,=自杀
1,0xBE80,66,2,49,在网站上放Word和Excel格式资料的企业态度
1,0xBED0,58,2,43,在网站上放Word和Excel格式资料的企业
1,0xBF18,34,2,16,紧紧闭合着
1,0xBF48,30,2,12,不容小觑
1,0xBF74,22,2,4,粘着
1,0xBF9C,22,2,4,吨刀
1,0xBFC0,26,2,8,童话
1,0xBFEC,26,2,8,忠吉先生
1,0xC014,26,2,8,跟风狗
1,0xC040,30,2,12,残虐行为手当
1,0xC070,26,2,8,神界传送
1,0xC09C,30,2,12,原子排列转换
1,0xC0CC,38,2,22,滑滑馒头蟹
1,0xC100,26,2,10,伊藤辉夫
1,0xC128,26,2,8,富国强兵
1,0xC150,26,2,8,大门团长
1,0xC178,38,1,22,用霰弹枪精密射击
1,0xC19C,30,2,12,Koji富田
1,0xC1C8,22,1,6,塔摩利
1,0xC1DC,30,2,12,姬松茸
1,0xC208,26,2,8,隐性肥胖
1,0xC230,22,2,6,久米宏
1,0xC254,50,1,32,"筑紫哲也,木村太郎,匿名过敏"
1,0xC284,26,2,8,高脂血症
1,0xC2AC,30,2,12,内存泄漏
1,0xC2D8,30,1,13,"多重,赛利欧"
1,0xC2F4,26,2,8,武田铁矢
1,0xC31C,26,2,8,筑紫哲也
1,0xC344,30,1,15,"久米宏,木村太郎"
1,0xC360,26,2,8,木村太郎
1,0xC388,30,1,15,"筑紫哲也,久米宏"
1,0xC3A4,26,2,8,玉出版
1,0xC3CC,26,1,10,韭泽总编
1,0xC3E4,26,2,10,韭泽总编
1,0xC40C,26,1,8,玉出版
1,0xC424,26,2,8,歌丸师傅
1,0xC44C,26,2,8,熊牧场
1,0xC474,30,2,12,笨蛋拖鞋
1,0xC4A0,22,1,4,丑女
1,0xC4B4,26,2,10,笨蛋靴子
1,0xC4CC,30,2,13,=笨蛋拖鞋
1,0xC4E8,22,2,6,可罗助
1,0xC50C,46,1,30,把路人咔嚓咔嚓砍倒
1,0xC538,26,2,10,樋上至
1,0xC560,54,1,38,"至绘,画得烂,煮鸡蛋先生般的画功"
1,0xC594,22,2,6,魔人剑
1,0xC5B8,42,2,24,冲击波脉冲
1,0xC5F0,26,2,8,大坝山内
1,0xC618,34,2,16,辐射包子
1,0xC648,22,2,5,PC-FX
1,0xC66C,26,2,8,山冈士郎
1,0xC694,26,1,8,海原雄山
1,0xC6AC,22,2,6,粪虫
1,0xC6D4,42,1,24,"有田芳生,高桥克典,伪善者"
1,0xC6FC,22,2,4,笨蛋
1,0xC710,26,2,9,=脑子笨
1,0xC728,26,2,10,Cut a Dash
1,0xC750,30,2,12,过期
1,0xC780,26,2,10,SOTEC
1,0xC798,22,2,6,=SOTEC
1,0xC7AC,30,2,14,瑜伽火焰
1,0xC7DC,22,2,6,印度
1,0xC800,30,1,14,瑜伽火焰
1,0xC81C,26,2,8,锅常
1,0xC844,22,1,6,黑社会
1,0xC858,26,2,10,巴米扬
1,0xC880,26,2,10,列宁像
1,0xC8A8,26,2,8,恐怖新闻
1,0xC8D0,22,2,6,光合成
1,0xC8F8,22,2,6,模范囚
1,0xC920,26,2,10,玉子烧
1,0xC948,26,2,10,真田麻美
1,0xC970,26,1,10,Gamers
1,0xC988,26,2,10,小林胜代
1,0xC9B0,26,2,8,宫村优子
1,0xC9D8,22,1,4,丑女
1,0xC9EC,26,2,8,空达拉
1,0xCA14,38,2,22,Great Chicken Powers
1,0xCA48,22,1,4,冷
1,0xCA5C,26,2,8,赤井英和
1,0xCA84,26,1,10,石松葛兹
1,0xCA9C,26,2,10,Milmake
1,0xCAC4,38,2,20,都立产业贸易中心
1,0xCAF8,26,2,8,有马温泉
1,0xCB20,34,2,16,宝可梦泡面
1,0xCB50,30,2,14,西伯利亚超特急
1,0xCB7C,22,2,6,白木屋
1,0xCBA0,22,2,4,松屋
1,0xCBC4,46,2,28,演艺界中赤井英和的立场
1,0xCC00,46,2,28,演艺界中山濑麻美的立场
1,0xCC3C,78,2,60,以为带着VAIO自己就变能干了的白痴
1,0xCC9C,86,2,70,以为带着VAIO周围人就会羡慕自己的白痴
1,0xCD04,30,2,14,对AIBO性虐待
1,0xCD30,26,2,10,鬼怒川温泉
1,0xCD58,22,2,6,安产型
1,0xCD7C,30,2,12,大木博士
1,0xCDA8,26,2,8,等价崩坏
1,0xCDD0,22,2,6,东寻坊
1,0xCDF4,26,2,8,计划破产
1,0xCE1C,30,2,12,色情漫画岛
1,0xCE48,26,2,10,WONDER-NET
1,0xCE70,26,2,10,雪托邦
1,0xCE98,34,2,18,戴夫·斯佩克特
1,0xCEC8,30,2,12,弱碱性
1,0xCEF4,26,2,10,低温烫伤
1,0xCF1C,26,2,10,魔芋
1,0xCF44,22,1,4,真琴
1,0xCF58,26,2,10,无聊箱
1,0xCF80,30,1,12,濑方三四郎
1,0xCF9C,22,2,4,鸣子
1,0xCFC0,34,2,18,皮卡丘唱片
1,0xCFF0,26,2,8,水煮鲭鱼
1,0xD008,22,2,7,=鲭鱼罐
1,0xD01C,26,2,10,味噌煮鲭鱼
1,0xD034,22,2,7,=鲭鱼罐
1,0xD048,30,2,12,碎粒纳豆
1,0xD074,22,2,6,新小岩
1,0xF0A4,23,2,6,叙叙苑
1,0xF0C8,34,2,18,像死鱼一样的眼睛
1,0xF0F8,22,2,6,黄金轴
1,0xF11C,34,2,18,最终答案
1,0xF154,22,2,6,儿玉清
1,0xF178,34,1,16,Panel Attack 25
1,0xF198,34,2,16,Panel Attack 25
1,0xF1CC,22,1,6,儿玉清
1,0xF1E0,26,2,8,市原悦子
1,0xF208,30,2,12,拜森将军
1,0xF224,18,2,3,%ms
1,0xF234,34,2,16,泽田船长
1,0xF254,18,2,3,%ms
1,0xF264,26,2,10,喵姆子
1,0xF28C,26,2,10,纸箱
1,0x11340,27,2,8,鲁山风味
1,0x11368,26,2,8,烤红薯
1,0x11390,22,2,6,进退伺
1,0x113B4,26,2,10,谜之村雨城
1,0x113DC,26,2,8,死后硬直
1,0x11404,22,2,6,鲭鱼罐
1,0x11428,22,2,6,御徒町
1,0x1144C,22,2,6,先行者
1,0x11470,98,1,81,"多重,赛利欧,来栖川电工,掉帧,热暴走,超频,内存泄漏,吐核心"
1,0x114D0,26,2,10,药用入浴剂
1,0x114F8,26,2,8,关东煮罐
1,0x11520,26,2,8,韩国海苔
1,0x13654,22,2,6,胜哄桥
1,0x13678,30,2,12,雪国舞茸
1,0x136A4,30,2,14,人生重来机
1,0x136D0,26,1,10,哆啦A梦
1,0x136E8,30,2,14,巡回澡堂车
1,0x13714,22,1,4,暴走
1,0x13728,22,2,6,马车道
1,0x1374C,26,2,8,吃霸王餐
1,0x13774,30,2,12,等身大立牌
1,0x137A0,26,2,8,画架
1,0x137C8,26,2,8,海苔便当
1,0x137F0,26,2,8,摩艾石像
1,0x159A4,31,2,12,东武动物公园
1,0x159D4,34,2,16,高达尼姆合金
1,0x15A04,26,2,8,废弃招牌
1,0x15A2C,26,2,10,烙铁
1,0x15A54,30,2,14,生化危机
1,0x15A80,30,2,12,复活节岛
1,0x15AAC,26,2,8,出玉爆发
1,0x15AD8,38,2,20,饥饿蜘蛛
1,0x15B10,22,2,6,油粘土
1,0x15B34,22,2,4,秒杀
1,0x15B5C,26,2,10,守望之丘
1,0x17D90,39,2,22,多米尼克·桑蒂尼
1,0x17DC4,22,2,4,月岛
1,0x17DE8,30,2,12,濑方三四郎
1,0x17E14,26,1,10,无聊箱
1,0x17E2C,38,2,20,罗夏测试
1,0x17E64,38,2,20,GP-03 石斛兰
1,0x17E98,26,2,8,复印本
1,0x17EC4,30,2,12,假票
1,0x17EF0,26,2,8,Wagon CD
1,0x17F18,26,2,8,武藏野市
1,0x17F40,26,2,8,烙铁
1,0x17F68,30,2,12,面部格挡
1,0x1A220,26,2,10,冷冻金枪鱼
1,0x1A24C,26,2,8,期货交易
1,0x1A274,22,2,4,减反
1,0x1A298,30,2,14,花丸盒子
1,0x1A2C4,26,2,8,断绝国交
1,0x1A2EC,26,2,10,金属球棒
1,0x1A314,26,1,10,石松葛兹
1,0x1A32C,22,2,6,Yumbo
1,0x1A350,22,2,4,无样
1,0x1A374,38,1,21,"国府田麻理子,高桥克典"
1,0x1A398,26,2,10,反政府活动
1,0x1A3C0,26,1,8,高桥克典
1,0x1A3D8,30,2,12,Satellaview
1,0x1C710,27,2,8,熟成寿司
1,0x1C738,30,2,12,法棍面包
1,0x1C764,26,2,8,玉音放送
1,0x1C78C,30,2,12,国家总动员法
1,0x1C7B8,26,2,10,大政翼赞会
1,0x1C7E4,22,2,6,贫乏性
1,0x1C808,30,1,12,国府田麻理子
1,0x1C824,26,2,8,大件垃圾
1,0x1C850,30,2,14,椎间盘突出
1,0x1C87C,22,2,4,墓石
1,0x1C8A0,26,2,8,八名信夫
1,0x1C8C8,26,2,10,强力饲料
1,0x1EC7C,27,2,10,三十三间堂
1,0x1ECA4,34,2,16,顶级培育师
1,0x1ECD8,38,2,20,顶级培育师推荐
1,0x1ED0C,30,2,12,无籽葡萄
1,0x1ED38,22,2,6,战后首
1,0x1ED5C,30,2,12,狐狸乌冬面
1,0x1ED88,30,2,14,风雨兰
1,0x1EDB4,26,2,10,酸浆果
1,0x1EDDC,22,2,4,NERV
1,0x1EDF0,18,2,3,%mh
1,0x1EE00,22,2,6,脑子笨
1,0x1EE24,26,2,8,蠢货
1,0x2125C,38,1,20,拼命哥伦布
1,0x21280,30,2,12,中松博士
1,0x212AC,22,2,4,螺丝
1,0x212D0,30,2,14,量筒
1,0x212FC,30,2,12,职业介绍所
1,0x21328,26,2,10,现金输送车
1,0x21350,30,2,12,女版哆啦A梦
1,0x21380,26,2,8,欠陷住宅
1,0x213AC,26,2,10,登校拒否儿
1,0x213D8,26,2,8,饭勺
1,0x21400,30,2,12,租赁家族
1,0x238BC,63,2,44,会把「Ciel」念成「Shell」而大怒的男人
1,0x2390C,18,2,3,Z会
1,0x2392C,26,2,8,人间椅子
1,0x23954,26,2,8,歌丸梗
1,0x23980,26,2,10,救生筏
1,0x239A8,26,2,8,牙线棒
1,0x239D0,26,2,10,刚出时无敌
1,0x239F8,26,2,8,宴会部长
1,0x23A24,26,2,10,根室纪念馆
1,0x23A50,30,2,12,目黑寄生虫馆
1,0x23A80,26,2,8,浮用土
1,0x25FB8,31,2,15,V电影女王
1,0x25FE8,26,2,8,赤木春惠
1,0x26010,22,2,6,死体袋
1,0x26034,22,2,6,BC兵器
1,0x26058,26,2,10,小野田先生
1,0x26080,26,2,8,鬼畜美英
1,0x260AC,30,2,12,消音器
1,0x260D8,26,2,8,阵前逃亡
1,0x26100,26,2,10,降级
1,0x2612C,26,2,8,NANPAO
1,0x26154,26,2,8,靖国神社
1,0x28708,38,2,22,信（中文是这样写的）
1,0x2873C,22,2,4,脱线
1,0x28760,34,1,18,营团地下铁日比谷线
1,0x28780,22,2,4,盗窃
1,0x287A8,30,1,13,"步,鲷鱼烧"
1,0x287C4,26,2,8,自我厌恶
1,0x287EC,34,1,17,"碇真嗣,相叶昴治"
1,0x2880C,22,2,4,脆
1,0x28830,34,1,16,铜头锄
1,0x28850,26,2,8,情状酌量
1,0x2887C,26,1,8,安浦刑警
1,0x28894,22,2,4,薄
1,0x288B8,30,1,13,"多边形,秃头"
1,0x288D4,22,2,4,疼
1,0x288F8,66,1,51,"胖子,丑女,-,科乐美,-,高桥克典,织田裕二,国府田麻理子"
1,0x28938,22,2,4,冷
1,0x2895C,66,1,51,"胖子,丑女,-,科乐美,-,高桥克典,织田裕二,国府田麻理子"
1,0x2899C,22,2,6,糟糕
1,0x289C0,38,1,23,"国府田麻理子,石松葛兹"
1,0x2AFF0,23,2,4,进呈
1,0x2B018,22,1,4,美凪
1,0x2B02C,22,2,4,衰弱
1,0x2B050,22,1,7,"观铃,栞"
1,0x2B064,22,2,4,病死
